4;417;8;40;0;60;7;-82.512;5.6739;61;1.8568
4;417;8;40;0;60;7;-82.049;5.6739;61;3.1535
4;417;8;40;0;15;4;-89.765;7.0553;27;0.070315
4;417;8;40;20;30;1;-80.244;5.4521;55;2.191
4;417;8;40;20;60;9;-83.372;7.1317;62;1.9672
4;417;8;40;0;30;5;-86.2;9.6763;52;1.5991
4;417;8;40;0;45;6;-71.153;8.9791;96;47.014
4;417;8;40;10;80;8;-85.488;6.9449;62;0.88793
4;417;8;40;10;0;3;-86.365;6.3092;6;0.031686
4;417;8;40;20;45;10;-82.974;5.5649;74;1.7231
4;417;8;40;20;15;2;-88.995;5.6907;26;0.11887
4;417;8;40;0;60;7;-80.423;8.4618;88;7.5111
4;417;8;40;0;60;7;-79.958;8.4618;88;8.0274
4;417;8;40;0;15;4;-89.408;8.8933;10;0.059828
4;417;8;40;20;30;1;-80.245;7.1845;57;2.5691
4;417;8;40;20;60;9;-83.146;8.0773;75;2.3692
4;417;8;40;0;45;6;-71.318;9.8201;92;48.307
4;417;8;40;0;30;5;-87.618;5.4861;46;0.92317
4;417;8;40;10;80;8;-85.172;6.2692;72;0.87528
4;417;8;40;10;0;3;-86.389;5.7061;5;0.034084
4;602;8;36;0;60;7;-81.194;6.4522;75;3.1301
4;602;8;36;0;60;7;-81.081;6.4522;75;3.2086
4;602;8;36;0;15;4;-89.648;5.5728;12;0.044567
4;602;8;36;20;30;1;-75.303;5.9872;51;6.5423
4;602;8;36;20;60;9;-80.489;7.6583;65;3.6509
4;602;8;36;0;45;6;-80.405;6.6372;61;2.9583
4;602;8;36;10;80;8;-85.368;5.0643;34;0.60182
4;602;8;36;0;30;5;-83.683;6.6415;60;0.95255
4;602;8;36;10;0;3;-86.031;5.0754;5;0.031445
4;602;8;36;20;45;10;-80.225;6.3657;74;3.8978
4;602;8;36;20;15;2;-83.69;5.441;43;0.44383
4;602;8;36;0;60;7;-81.71;7.1803;52;2.0613
4;602;8;36;0;15;4;-89.489;4.8668;11;0.03993
4;602;8;36;20;30;1;-75.562;5.2521;49;5.9795
4;602;8;36;20;60;9;-80.225;6.6483;63;3.3784
4;602;8;36;0;45;6;-81.74;6.1866;58;1.9439
4;602;8;36;10;80;8;-84.777;5.0226;53;0.63386
4;602;8;36;0;30;5;-83.381;6.124;60;1.0489
4;602;8;36;10;0;3;-86.087;0;1;0.020213
4;602;8;31;0;60;7;-81.551;7.0278;62;2.4581
4;602;8;31;0;15;4;-89.257;5.1922;11;0.043033
4;602;8;31;20;30;1;-75.904;5.8645;56;6.4653
4;602;8;31;20;60;9;-80.835;6.7539;70;2.7673
4;602;8;31;0;45;6;-82.656;6.4002;53;1.4525
4;602;8;31;10;80;8;-84.546;6.6886;57;0.67619
4;602;8;31;0;30;5;-83.364;5.1764;55;1.0304
4;602;8;31;20;15;2;-83.484;6.0322;29;0.56414
